Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
24,1b,91.68,Mileydi,529.1,$64.30,"$34,021.13","

HoneyCoffee (Izaki Coffee Co. Ltd)

",Ever Leonel Diaz Perez,"1,350 MASL",El Salvador,2021,,,"Banana, Bergamot, Complex, Floral, Grapefruit, Heavry, Lingering and lively sweet acidity, Mandarin Orange, Mango, Overall Sweet, Papaya, Strawberry, Sweet Aromatics","Floral , Peach , Passion Fruit , Stone Fruit , Blackberry , Brown Spice , Cranberry , Grapefruit , Strawberry , Sweet & Sugary , Bakers Chocolate, Black Cherry, Black Currant, Black Tea, Caramel, Dry mango, Fragrant, Lingering aftertaste, Mandarin Orange, Molasses Syrup, Nice balance, Orange juice, Overall Sweet, Red Apple, Red Currant, Sharp, Tropical Fruit, Umami, Very sweet, Watermelon","Complex , Lemon & Lime , Bergamot, Black Currant, Bright, Crisp, Hibiscus, Lively, Malic Acid, Passion Fruit, Red Currant, Strawberry, Tartaric, Well balanced",Semi-Washed,Pacamara,,,El Salvador
25,2a,91.29,El Conacaste,162.1,$65.20,"$10,568.92","

Coffee Me Up (Korea), Coffee Therapy (Thailand), Tob Coffee (Arnia Ltd), Cuppingpost
⁣

","Choucri, S.A. De C.V.","2,000 MASL",El Salvador,2021,,,"Floral , Bergamot, Complex, Jasmine, Mandarin Orange, Orange Blossom, Overall Sweet, Sweet Aromatics","Floral , Jasmine , Bergamot , Lemongrass , Sweet & Sugary , Apple tea, Apricot, Big body, Black Tea, Brown Spice, Brown Sugar, Caradamom, Chamomile, Cherry, Citrus Fruit, Complex, Complex fruits, Cranberry, Dark Chocolate, Herb tea, Honey, Honeydew, Juicy, Lemon & Lime, Melon, Milk Chocolate, Peach, Raspberry, Red Apple, Soft, Sweet herbs, White Grape","Lemon & Lime , Citric Acid , Bergamot, Berry, Complex, Jasmine, Jasmine Honeysuckle, Lemongrass, Red Apple, Strawberry",Natural,Gesha,,,El Salvador
26,2b,91.29,El Conacaste,132.28,$64.10,"$8,479.15",Latorre & Dutch Coffee (China) for 喬治隊長 Captain George / 芦田家咖啡研习社,"Choucri, S.A. De C.V.","2,000 MASL",El Salvador,2021,,,"Floral , Bergamot, Complex, Jasmine, Mandarin Orange, Orange Blossom, Overall Sweet, Sweet Aromatics","Floral , Jasmine , Bergamot , Lemongrass , Sweet & Sugary , Apple tea, Apricot, Big body, Black Tea, Brown Spice, Brown Sugar, Caradamom, Chamomile, Cherry, Citrus Fruit, Complex, Complex fruits, Cranberry, Dark Chocolate, Herb tea, Honey, Honeydew, Juicy, Lemon & Lime, Melon, Milk Chocolate, Peach, Raspberry, Red Apple, Soft, Sweet herbs, White Grape","Lemon & Lime , Citric Acid , Bergamot, Berry, Complex, Jasmine, Jasmine Honeysuckle, Lemongrass, Red Apple, Strawberry",Natural,Gesha,,,El Salvador
27,3a,90.54,Santa Elena,251.71,$55.90,"$14,070.59",BIGFACE,"Zapotal, Sociedad Anonima De Capital Variable.","1,900 METERS ABOVE SEA LEVEL",El Salvador,2021,,,"Complex, Floral, Grapefruit, Green Apple, Juice aftertase, Kiwi, Overall Sweet, Sweet Aromatics","Floral , Peach , Lemongrass , Bergamot , Honey , Jasmine , Lemon & Lime , Mandarin Orange , Apricot, Brown Sugar, Cinnamon, Citrus, Grapefruit, Green Apple, Green Grape, Juicy, Lime, Oolong, Pomegranate, Red Grape,","Citric Acid , Bright, Citric, Complex, Jasmine, Juicy, Kiwi, Malic Acid, Passion Fruit, Structured, Tangerine",Washed,Gesha,,,El Salvador
28,3b,90.54,Santa Elena,264.55,$52.20,"$13,809.51",BIGFACE,"Zapotal, Sociedad Anonima De Capital Variable.","1,900 METERS ABOVE SEA LEVEL",El Salvador,2021,,,"Complex, Floral, Grapefruit, Green Apple, Juice aftertase, Kiwi, Overall Sweet, Sweet Aromatics","Floral , Peach , Lemongrass , Bergamot , Honey , Jasmine , Lemon & Lime , Mandarin Orange , Apricot, Brown Sugar, Cinnamon, Citrus, Grapefruit, Green Apple, Green Grape, Juicy, Lime, Oolong, Pomegranate, Red Grape,","Citric Acid , Bright, Citric, Complex, Jasmine, Juicy, Kiwi, Malic Acid, Passion Fruit, Structured, Tangerine",Washed,Gesha,,,El Salvador
29,4,89.68,Las Ventanas,1082.21,$25.10,"$27,163.47","

Terarosa (Haksan Co. Ltd)

",Elisa Beatriz Aguilar Landaverde,1600 MASL,El Salvador,2021,,,"Bittersweet Chocolate , Brown Sugar, Red Apple, Strawberry, Tea like finish","Peach , Berry , Blueberry , Caramel , Lime , Milk Chocolate , Stone Fruit , Apricot, Black Currant, Black Tea, Blackberry, Brown Roast, Brown Sugar, Butter, Cherry, Clove, Cocoa, Dark Chocolate, Lychee, Mild acidity, Nougat, Nut, Orange, Red Grape, Spiced citrus, Strawberry, Sweet & Sugary, Sweet Aromatics, Sweet Bread Pastry, Sweet spice","Cherry, Citric, Crisp, Grapefruit, Green Apple, Juicy, Lemon & Lime, Mandarin Orange, Pineapple, Plum, Red Currant, Tangy, Tartaric",Natural,Pacamara,,,El Salvador
30,5,89.46,Benasque,362.65,$24.10,"$8,739.87",Bluekoff / Factory Coffee,"Exportadora Agricola Comercial, S.A. De C.V.","1,400 MASL",El Salvador,2021,,,"Honey , Bergamot, Black Cherry, Blackberry, Blueberry, Chocolate, Dark Chocolate, Tea like finish","Floral, Stone Fruit , Milk Chocolate , Peach , Red Grape , Rose , Apple, Blackberry, Body/Fullness, Brown Sugar, Caramel, Cherry, Chocolate, Cinnamon,Cocoa Powder, Cramberry, Dark Chocolate, Delicate, Frutal, Grape, Hibiscus, Honey, Juicy, Lime peel, Mango, Molasses Syrup, Nectarine, Pineapple, Red Currant, Roasted Almond, Roasted Hazelnut","Citric Acid , Complex, Lemon & Lime, Nectarine, Orange, Passion Fruit, Structure, Tartaric",Natural,Bourbon,,,El Salvador
31,6,89.32,La Pacaya,292.25,$41.00,"$11,982.25","

Arriyadh Roaster

","Mav, S.A. De C.V.","2,000 MASL",El Salvador,2021,,,"Apricot, Black tea finished, Cocoa, Complex, Milk Chocolate, Peach, Plum, Sweet herb","Rose , Apple , Rose apple ,Apricot, Banana, Berry, Cacao Nibs, Cactus pear, Caramel, Cardamon Caraway, Clove, Complex, Dark Chocolate, Floral, Lavender, Lemongrass, Lime peel, Melon, Molasses, Oak, Oaky, Roasted Almond, Sweet, Sweet citrus, Sweet spicy, Vanilla, White sugar","Citric Acid , Apple, Bright, Complex, Delicate, Grape, Lemon, Lemon & Lime, Pineapple, Pointed, Tangerine, Tartaric",Natural,Gesha,,,El Salvador
32,7,89.25,Tres Pozos,852.06,$14.50,"$12,354.87","

DABOV Specialty Coffee, Mókuska Caffè, Erste Tegernseer Kaffeerösterei

",Dolores Amando Guardado Quintanilla,"1,650 MASL",El Salvador,2021,,,"Black Tea, Brown Sugar, Complex, Dark Chocolate, Papaya, Plum","Peach , Apple , Brown Sugar , Caramel , Chocolate , Apricot, Berry, Bittersweet Chocolate, Sugar Cane, Cherry, Coconut, Coffee Blossom, Dark Chocolate, Fresh orange, Lemonade, Mandarin Orange, Molasses, Orange jam, Papaya, Pineapple, Raspberry, Roasted Almond, Star Fruit, Strawberry,Sweet spices, Tea like, Vanilla","Citric Acid , Lemon & Lime , Bright , Balanced, Floral, Grape, Lively, Passion Fruit, Peach, Sweet, Tarataric",Natural,Pacamara,,,El Salvador
33,8,89.11,La Bendicion 2,566.24,$30.70,"$17,383.57","

Sulalat Coffee Trading

",Roberto Samuel Ulloa Rusconi,1600 MSNM,El Salvador,2021,,,"Apricot, Dark Chocolate, Mandarin Orange, Peach, Rich body and sweet spice, Sweet spice","Winey , Berry , Rum , Blueberry, Cacao Nibs, Caramel, Cherry Candy, Citric peel, Cola, Complex, Cranberry, Dark Chocolate, Floral, Ginger, High quality dark chocolate, Juicy, Lemon, Maple Syrup, Medium body, Molasses, Peach, Prune, Raisin, Red wine, Ripe stone fruit, Star Fruit, Stone Fruit, Strawberry, Tamarind","Citric Acid , Bright, Citric, Complex, Dried Fruit, Malic Acid, Passion Fruit, Pineapple, Pointed, Sweet passion fruit, Tartaric, Winey",Anaerobic,SL-28,,,El Salvador
34,9,89.04,La Libertad,357.86,$30.00,"$10,735.80","

CK Corporations for Lusso Coffee

",Petronilo Antonio Caceres Salguero,"1,750 MASL",El Salvador,2021,,,"Apricot, Mandarin Orange, Smooth","Chocolate , Citrus Fruit , Floral , Jasmine , Pineapple , Strawberry , Tea Rose , Tropical Fruit , Apple pie, Berry, Blueberry,Chamomile, Elegant, Fresh butter, Juicy, Lemon, Maraschino cherry, Raspberry candy, Red Grape, Red wine, Ripe fruits, Roasted Hazelnut, Smooth, Sweet & Sugary, Sweet cinnoman, Vanilla","Grape , Juicy , Blueberry, Bright, Cherry, Citric Acid, Complex, Grapefruit, Malic Acid, Passion Fruit, Pineapple, Refined, Sweet, Tartaric acid",Natural,Bourbon/Kenya,,,El Salvador
35,10,88.64,La Esperanza,477.32,$38.85,"$18,543.88",Latorre & Dutch Coffee (China) for 剁手咖啡群（Cut Hand Group）/ 啟程拓殖 / M2M COFFEE / MANNER COFFEE（China）/ Small Arms Big Heart 有容乃大,"Inversiones Santonano, S.A. De C.V.",1180-1700 MASL,El Salvador,2021,,,"Caramel, Dark Chocolate, Malty, Nutty, Overall Sweet, Smooth, Sweet floral tea finished","Chamomile , Floral , Jazmin , Peach , Sweet , Tea Rose , Berries, Biscuity, Brown Roast, Brown Sugar, Caramel sweet, Cardamon Caraway, Chocolate covered fruits, Complex, Dark Chocolate, Grapefruit, Green Apple, Green Grape, Jasmine, Juicy, Lychee, Mango, Milk Chocolate, Plum, Red Apple, Red Currant, Red Grape","Citric Acid , Complex stone fruit, Delicate, Lemon & Lime, Malic Acid, Orange peel, Pineapple, Tartaric",Honey,Bernardina,,,El Salvador
36,11,88.5,La Bonita,1020.57,$17.30,"$17,655.86","

Sarutahiko Coffee Inc.

",Norelvia Angelica Elias De Diaz,1900 MASL,El Salvador,2021,,,"Floral, Grapefruit, Herbal, Honey, Lemon & Lime, Mandarin Orange, Vanilla","Peach , Black Tea , Mandarin Orange , Sweet , Apple, Berry, Bittersweet Chocolate, Brown Sugar, Chocolate, Citrus Fruit, Complex, Dry mango, Dynamic, Floral, Grapefruit, Guava, Lemon, Lemon & Lime, Lime zest, Mango, Orange, Orange peel, Pipe Tobacco, Pomelo, Red Currant, Sweet tobacco, Yellow fruit","Citric Acid , Berry, Bright, Citric, Citrus Fruit, Complex, Crisp, Rose Hips, Tangerine, Vibrant",Semi-Washed,Pacamara,,,El Salvador
37,12,88.5,Santa Rosa,286.29,$22.55,"$6,455.84","Boqueron Coffee 火萨
百啡待兴100FFEE CAFE
KOMENCU Coffee（启程）","J.Raul Rivera, S.A. De C.V.","1,550.00 meters",El Salvador,2021,,,"Black Cherry, Brown Sugar, Cinnamon, Dark Chocolate, Mandarin Orange","Blueberry , Dark Chocolate, Peach , Winey , Banana, Bittersweet Chocolate, Boozy, Candy, Cherry juice, Cocoa Powder, Complex, Dried Dates, Dried Fruit, Dry nango, Ginger, Sparking, Spiced rum, Sweet licorice, Sweet spicy, White Grape","Complex, Dried Fig, Dried Fruit, Grape, Passion Fruit, Pointed, Tartaric, Tropical Fruit",Honey,Pacamara,,,El Salvador
38,13,88.4,Santa Juana,512.82,$38.85,"$19,923.06",Latorre & Dutch Coffee (China) for FISHER COFFEE 啡舍 / 啟程拓殖 / MANNER COFFEE (China）/ 领地 La Finca,Pacvil S. A. De C.V.,1400 MASL,El Salvador,2021,,,"Bergamot, Floral, Mandarin Orange, Mango, Rich, Smooth","Floral , Black Tea , Honey , Peach , Vanilla , Apple tea, Apricot, Blueberry, Body/Fullness, Cardamon Caraway, Citrus Fruit, Cranberry, Jasmine, Lemon & Lime, Orange, Pineapple, Sweet herb, Tea Rose","Citric Acid , Bergamot, Bright, Malic Acid, Orange, Sweet",Natural,Bernardina,,,El Salvador
