Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
10,11,86.98,Bufcoffee Nyarusiza,,$6.05/lb,"$15,205.28","Nippon Coffee Trading Co.,Ltd for Doi Coffee",Munyandainda Deo,-1,Rwanda,2008,Nyamagabe,South,,"Aroma- caramel (19), spice (6), black cherry (4). Flavor-orange (17), peach (6), tangerine (7), lemon (4), floral (8), brown sugar (9). Mouthfeel- soft (10), silken (11), transparent (7), emerging grew.","citrus (17), sweet (14), crisp (5), bright (4), bold , lively (2)","Rw, a fully washed Arabica",Bourbón,-1.0,-1,Rwanda
11,12,86.26,Coopac Nyamwenda,,$6.20/lb,"$12,301.79",Time’s Club for C-COOP,Munyakazi Anastase,-1,Rwanda,2008,Rubavu,Western,,"Aroma- floral (3), vanilla (2), honey (3), dark chocolate (3), chocolate pudding (3). Flavor- grapefruit (7), red currant (3), caramel (4), mandarin (4), raisin (3), rose wine (3), apricot (2), floral (2), melon (2), lemon (3). Mouthfeel rich (6), heavy (2), round (8).","crisp (13), bold (6), citrus (7), sharp (4)","Rw, a fully washed Arabica",Bourbón,-1.0,-1,Rwanda
12,13,86.19,Horizon Nyamyumba,,$5.55/lb,"$14,682.79","Wataru & Co., Ltd.",Maniraguha Daniel,-1,Rwanda,2008,Rubavu,Western,,"Aroma- orange (7), caramel (7), red current (4), black cherry (6), raspberry (3), floral (6), vanilla (4), lemon (2), honey (4). Flavor- sweet citrus (7), orange(7), red currant (6), lemon rind (3), grape (5), black tea (4), cherry (5), toffee (2) . Mouthfeel  soft (9), short- moderate.","tart citric (12) , tangy (4), brilliant (4), effervescent, (2)","Rw, a fully washed Arabica",Bourbón,-1.0,-1,Rwanda
13,14,85.9,SDL Musasa Coffee,,$6.00/lb,"$14,285.95","Wataru & Co., Ltd.",Hakizimana Andre,-1,Rwanda,2008,Gakenke,North,,"Aroma- floral (8), peach (4), milk chocolate (4), white chocolate (2), dark (2), cherry (4), raspberry (3). Flavor- dark fruit (15), black cherry (11), black currants (3), blueberry (2), clove (3), butter (5), maple (2). Mouthfeel  delicate (6), silky (4), rounded (5).","soft (8), lovely (6), subtle (4)","Rw, a fully washed Arabica",Bourbón,-1.0,-1,Rwanda
14,15,85.9,Nyabumera Coop-Abaryoshyakawa,,$7.55/lb,"$15,979.10",Green Mountain Coffee Roasters,Hategika Francois,-1,Rwanda,2008,Nyamasheke,Western,,"Aromatics floral on the break (12), heavy fruity pungent aroma (11), dark chocolate (8), grapes (3), orange (4), toasted- walnut (3). Flavor- dark fruits (12), lemon (4), cherry (7), bell pepper (3), almond (2), green grape (2). Mouthfeel- super heavy body (10), syrupy (4), buttery (3), silky (3) .",complex (14),"Rw, a fully washed Arabica",Bourbón,-1.0,-1,Rwanda
15,16,85.86,Murera Mig,,$5.25/lb,"$11,805.75","TOA Coffee Co.,Ltd.",Nkurunziza Eugene,-1,Rwanda,2008,Huye,South,,"Aroma- caramel (10), floral (4), butter (2), spice (2), orange blossom (2), vanilla (2), cherry (4). Flavor- chocolate (13), sweet citric (12), green apple (10), lime (6), Darjeeling tea (2), honey (3) . Mouthfeel- creamy (9), mouth coating (2), smooth (4).","delicate (6), malic (7)","Rw, a fully washed Arabica",Bourbón,-1.0,-1,Rwanda
16,17,85.76,Horizon Mushonyi,,$5.55/lb,"$13,948.65","Nippon Coffee Trading Co.,Ltd",Twizerimana Ismael,-1,Rwanda,2008,Rutsiro,Western,,"Aroma- chocolate (10), cocoa (3), vanilla (2), spicy (4), perfume (2 ). Flavor- green grape (3), black cherry (5). Mouthfeel- smooth (12), heavy (3), oily (3).","citric (9), tartaric (5)","Rw, a fully washed Arabica",Bourbón,-1.0,-1,Rwanda
17,18,85.55,Bufcoffee Nyarusiza,,$7.30/lb,"$17,381.24","The Roasterie, Cravens Coffee, Sweet Maria’s and Café Imports",Nkundiye Innocent,-1,Rwanda,2008,Nyamagabe,South,,"Aroma lemon peel (3), citrus (5), floral (3), honeysuckle (2), molasses (2), maple (2). Flavor- black currant (5), floral (5) tea-like (4), plum (2), cream (4). Mouthfeel  round (6), silky (3), delicate (3), rich (3).","citric acidity (12), fruit acidity (6)","Rw, a fully washed Arabica",Bourbón,-1.0,-1,Rwanda
18,19,85.38,Sovu/Maraba III/Abahuzamugambi,,$8.10/lb,"$16,071.70","Intelligentsia, Sweet Marias and Union Coffee Roasters",Nyilimana Bernard,-1,Rwanda,2008,Huye,South,,"Aromatics- caramel (13), mild (6), molasses (6), cinnamon (1). Flavor- red apple (9), walnut (8), orange peel (4), lime (2), red current (3), honeydew (2). Mouthfeel creamy (10), short (7) .",balanced (9),"Rw, a fully washed Arabica",Bourbón,-1.0,-1,Rwanda
19,20,85.17,Kabuye/Maraba Ii/Abahuza,,$6.20/lb,"$18,042.63","Nippon Coffee Trading Co.,Ltd for Doi Coffee",Bitwayiki Vincent,-1,Rwanda,2008,Huye,South,,"Aroma- chocolate (13), honey (8), floral (3), brown sugar (2). Flavor- orange (10), aromatics in the flavor (6), red apple (4), maple syrup (3), licorice (2), black tea (2). Mouthfeel - creamy (3) round (4).","crisp (5), structured (7)","Rw, a fully washed Arabica",Bourbón,-1.0,-1,Rwanda
20,21,84.83,SDMLJ,,$4.35/lb,"$9,206.50",Katocoffee Inc.,Kajuga Tenedole,-1,Rwanda,2008,Rusizi,Western,,"Aroma floral (10), citrus (5), spice (5), chocolate (5). Flavor- black currant (11), citrus (10), chocolate (5). Mouthfeel- velvety (10).","bright (8), sweet (5)","Rw, a fully washed Arabica",Bourbón,-1.0,-1,Rwanda
21,22,84.74,Mig Kibumbwe,,$5.75/lb,"$12,169.52","Carandai Co., Ltd.",Mihigo Patrice,-1,Rwanda,2008,Nyamagabe,South,,"Aroma floral (11), honey (5), maple (4). Flavor apple (10), chocolate (9), cherry (5) . Mouthfeel -soft (11), round (10), smooth (3) .","sweet (5), citric (5)","Rw, a fully washed Arabica",Bourbón,-1.0,-1,Rwanda
22,23,84.5,Bufcoffee Nyarusiza,,$6.35/lb,"$15,119.30","Wataru & Co., Ltd.",Ruhirwa Pascal,-1,Rwanda,2008,Nyamagabe,South,,"Aroma- cocoa (5), vanilla (2), perfume (2) . Flavor-, black cherry (5), apple (8). Mouthfeel- smooth (12), velvety (5).","citric (9), apple (5), sweet (9)","Rw, a fully washed Arabica",Bourbón,-1.0,-1,Rwanda
23,24,84.48,Coopac Kirorero,,$4.20/lb,"$8,889.04",Katocoffee Inc.,Nayikoziki Felecien,-1,Rwanda,2008,Rubavu,Western,,"Aroma citrus (5), floral (5), chocolate (4). Flavor- black currant (5), floral (5), plum (2), butter (2) . Mouthfeel  round (6), silky (4), delicate (3) .","citric acidity (6), fruit acidity (6), sweet acidity (3)","Rw, a fully washed Arabica",Bourbón,-1.0,-1,Rwanda
24,1,90.11,COOPAC Mushonyi,,$23.61/lb,"$48,407.58","Hiro Coffee Co.,Ltd.",Uwimana Issa,1750,Rwanda,2010,Rutsiro,Western,,"super sweet, buttery aroma, cocoa butter, fruity, honey, apple, bananas, really floral, linden flower, black tea","bright, crisp, lemon, when cooled became complex and integrated Noteworthy- silky, velvety, great texture, multi layer, lime, hazelnut, fantastic finish, creamy",Wet Process,Bourbón,-1.0,-1,Rwanda
25,2,90.08,Dukundekawa Musasa Nyanza/…,,$13.00/lb,"$28,086.89","Maruyama Coffee for Mikatajuku group, Yokoi Coffee",Twaguramungu J. Damascene,1750,Rwanda,2010,Gakenke,Northern,,"mandarin, mangoes, red fruit, berries, apricot, candied lime, floral, yellow apple","citric, malic, sweet, nectarine-like, delicate, Noteworthy- smooth silky texture, elegant, great finish with amaretto and soft fruit",Wet Process,Bourbón,-1.0,-1,Rwanda
26,3,89.71,Abakundakawa Minazi/ MISOZI,,$13.05/lb,"$27,044.17","UCC Ueshima Coffee Co., Ltd.",Nyiringabo Leomide's,1750,Rwanda,2010,Gakenke,Northern,,"raspberry, peach, nectarine, honey, lactic acid aroma, floral, cherries, honey, tea, hazelnut, milk chocolate, red apple","orange juice, citric, complex fruit, multi-dimensional Noteworthy- sweet bright finish, silky, round, complex and complete",Wet Process,Bourbón,-1.0,-1,Rwanda
27,4,88.89,Mahembe,,$10.65/lb,"$22,774.81","Time’s Club for C-COOP, Tashiro Coffee(Japan), Terarosa, Coffee Libre (South Korea)",Karemangingo Alexis,1800,Rwanda,2010,Nyamasheke,Western,,"cherry, vanilla, toffee, cassis, butterscotch, honey, currant, sweet spice-clove, orange, tea","soft, citric, complex, multi dimensional, Noteworthy lingering sweet finish, sweet mandarin finish, accessible, rounded smooth, thick mouth feel, creamy",Wet Process,Bourbón,-1.0,-1,Rwanda
28,5,88.87,Kopakama,,$7.60/lb,"$22,787.00","Cafe Imports, The Roasterie, Sweet Maria’s, Cartel Coffee Lab, Dallis Bros., Union Hand Roasted, Single Origin Roasters, Mecca, Seven Seeds, Five Senses",Nzabonimpa Damascene,1850,Rwanda,2010,Rutsira,Western,,"oranges, caramel, green tea, milk chocolate, cream sickle finish, marzipan, toffee, mandarin orange, French vanilla, light black tea","citric, crisp, defined ,orange, citric and malic fruity, juicy Noteworthy- creamy body, milk chocolate, structured, rich body",Wet Process,Bourbón,-1.0,-1,Rwanda
29,6,88.53,Shenga Coffee,,$8.40/lb,"$17,407.74","Toa Coffee Co.,Ltd. for Toa Coffee and Arab Coffee",Mutunge Marie,1650,Rwanda,2010,Kamonyi,Southern,,"lavender, guava, tropical fruit, mangoes, grapefruit, sweet spice, anise, cinnamon, tobacco, white grape, green tea, blackberry","winey acidity, black current, merlot-like Noteworthy- balanced, sweet long finish, creamy finish",Wet Process,Bourbón,-1.0,-1,Rwanda
30,7,88.16,Dukundekawa Musasa Ruli-…,,$8.15/lb,"$17,248.99",Mercanta The Coffee Hunters for Grumpy Mule Distinctive Coffees (UK),Ntagozera Ladislas,1700,Rwanda,2010,Gakenke,Northern,,"buttery, fruity, chocolate, tobacco, grape, sherry, fudge, plums","sweet citric, long sweet finish, juicy, Noteworthy- held together all the way thru, sweet body, round",Wet Process,Bourbón,-1.0,-1,Rwanda
31,8,88.03,Nyabumera,,$9.55/lb,"$21,685.76",Campos Coffee,Niyonsaba Purisice,1800,Rwanda,2010,Nyamasheke,Western,,"floral aroma, lemon, grapes, mint, warm spice, allspice, mango, passion fruit","citric, lemony, bright, intense, round Noteworthy- soft sweet finish, silky mouth feel",Wet Process,Bourbón,-1.0,-1,Rwanda
32,9,87.0,COOPAC Kabirizi,,$7.65/lb,"$14,166.88",elbgold Kaffeerösterei OHG,Ngirirabanga Albert,1700,Rwanda,2010,Rutsiro,Western,,"sweet citrus candy, white chocolate, dried fruits, dates, pear, papaya, raspberry","nectarine-like Noteworthy- creamy, good texture, soft velvety",Wet Process,Bourbón,-1.0,-1,Rwanda
33,10,86.92,Kopakama,,$7.75/lb,"$18,452.67","Nippon Coffee Trading Co.,Ltd",Rutayisre Bayneto,1850,Rwanda,2010,Rutsira,Western,,"caramel, milk chocolate, peach, figs, vanilla aroma, toasted nuts","fruity, citrus Noteworthy- silky, round, spices, big in the mouth, nicely balanced",Wet Process,Bourbón,-1.0,-1,Rwanda
34,11,86.33,COADECA/Muzo,,$8.05/lb,"$14,907.63","Commonplace Coffeehouse/Moxxee, Invalsa Coffee® and Sviezia Kava",Haguma Emmanuel,1650,Rwanda,2010,Gakenke,Nothern,,"floral, tobacco, nuts, burnt caramel, creamy spice, herbal, sugar snap peas","lemony, peach Noteworthy- rich body, juicy, grape lemon grass",Wet Process,Bourbón,-1.0,-1,Rwanda
35,12,86.03,Nyakizu CWS,,$7.30/lb,"$15,932.83",Kaffebrenneriet as,Kagabo Egide,1750,Rwanda,2010,Nyaruguru,Southern,,"sweet tea, honey, floral, lemon, heavy, Darjeeling tea, mango, buttery, rum, green tea","plum lemony crisp, clean, Noteworthy- strawberry aftertaste, soft",Wet Process,Bourbón,-1.0,-1,Rwanda
36,13,86.03,Abakundakawa Rushashi/ MISOZI,,$7.60/lb,"$17,425.36","Mercanta The Coffee Hunters for Inoue Coffee (JP), Kaffeespezialität (AT), Rocket Coffee (NZ), Åre Kafferosteri (SE), Dutch Barista Coffee (NL), Melbourne Coffee Merchants (AU), Twoday Coffee Roasters (UK), Has Bean Coffee (UK)",Musigiyende Casien,1750,Rwanda,2010,Rulindo,Northern,,"green apple, oranges, blackberry, chocolate caramel","orange citrus, lemon zest, Noteworthy- sweet aftertaste rounded, bright, balanced, big, structured",Wet Process,Bourbón,-1.0,-1,Rwanda
37,14,85.93,BUF Coffee Nyarusiza/…,,$7.65/lb,"$13,998.28","Wataru & Co., Ltd.",Nsabimana Martin,1750,Rwanda,2010,Nyamagabe,Southern,,"floral, lavender, cherries, berry, cassis, complex fruits, banana, cucumber, cashew, sweet nut, white grape","pineapple like, mandarin like, bright, sweet and bright, refined, Noteworthy- long finish, sweetness, buttery body",Wet Process,Bourbón,-1.0,-1,Rwanda
38,15,85.83,Muyongwe/ (SOTKAMU)…,,$8.60/lb,"$19,149.36",SAZA COFFEE,Habiyakare Sylivestre,1800,Rwanda,2010,Gakenke,Northern,,"honey, butter, milk chocolate, cherry, guavas, figs, cedar wood","crisp, complex fruit, orange juice, star fruit, orange, Noteworthy- sweet finish, soft balanced",Wet Process,Bourbón,-1.0,-1,Rwanda
39,16,85.15,Matyazo Coffee,,$7.30/lb,"$14,162.51","Wataru & Co., Ltd.",Muhawenimana David,1800,Rwanda,2010,Ngororero,Western,,"berries, orange, lemon, butter, caramel, cinnamon, nutmeg, grape, cherry, malty brown sugar, sweet tea","citric, Noteworthy- soft, juicy, floral, silky",Wet Process,Bourbón,-1.0,-1,Rwanda
40,17,84.98,KOAKAKA/Karambi/ RWASHOSCCO,,$7.55/lb,"$14,481.05","Carrboro Coffee Roasters (Carborro, NC), Bard Coffee (Portland, ME), and PT’s Coffee (Topeka, KS)",Tegibanze Innocent,1750,Rwanda,2010,Huye,Southern,,"cherry, milk chocolate, walnut, perfume, Muscat, roasted nuts dark sweet molasses","citrus, Noteworthy delicate texture",Wet Process,Bourbón,-1.0,-1,Rwanda
41,18,84.95,Kopakaki Dutegure/ MISOZI,,$7.85/lb,"$14,710.35",Coffee Bean International for Target,Ngarukia Fidisien,1600,Rwanda,2010,Karongi,Western,,"apple, sweet citrus, floral, jasmine, honey, bergamot, almonds, sweet chocolate","orange like, Noteworthy- lingering sweet finish and aftertaste",Wet Process,Bourbón,-1.0,-1,Rwanda
42,19,84.93,MIG/Kibumbwe,,$7.55/lb,"$16,312.00","Wataru & Co., Ltd.",Rwigema Evariste,1900,Rwanda,2010,Nyamagabe,Southern,,"mandarin orange, green mango, pineapple, almond, malt, chocolate nuts, walnuts, black cherries, red wine","citric, sweet, bright, green tea acidity Noteworthy- clean and silky, extremely balanced from beginning to end",Wet Process,Bourbón,-1.0,-1,Rwanda
43,20,84.48,Mwasa CWS,,$7.30/lb,"$22,531.23",honuKATOCOFFEE Inc.,Giraneza Clasto,1750,Rwanda,2010,Nyamasheke,Western,,"soft, chocolate, spice, dry roasted hazelnut, caramelized orange, lemon, blackberry","complex fruit, malic, Noteworthy- complex texture, sweet acidity, balanced, long finish, syrupy body, round, long lasting flavors",Wet Process,Bourbón,-1.0,-1,Rwanda
44,21,84.45,MIG/Buremera,,$7.05/lb,"$17,252.27","Java Coffee (Poland), Kaffa (Norway), Square Mile Coffee (UK), Da Matteo (Sweden), La Boheme (Czech Republic), Kaffitar (Iceland), Rast Kaffee (Switzerland), and Kult Kaffee (Germany)",Nyirabuhoro Josephina,1800,Rwanda,2010,Huye,Southern,,"citric, cinnamon, blueberry hazelnut, chocolate, molasses","citric, bright, Noteworthy- sweet and clean",Wet Process,Bourbón,-1.0,-1,Rwanda
45,22,84.18,Karama/Maraba IV/ RWASHOSCCO,,$7.30/lb,"$14,001.55","Wataru & Co., Ltd.",Munganyinka Zephiline,1750,Rwanda,2010,Huye,Southern,,"lemon, orange candy, floral, praline","tartaric, Noteworthy- good texture, heavy body, smooth",Wet Process,Bourbón,-1.0,-1,Rwanda
46,1,89.5,API Mushonyi,,$20.10/lb,"$43,906.64",Maruyama Coffee (Japan) and Orsir Coffee (Taiwan),Nzabahimana Frodouard,1828,Rwanda,2011,Rutsiro,Western,"effervescent, juicy, velvety, elegant, multi-dimensional","Chocolate, honey, vanilla, caramel, chocolate, dried apricot, sarsaparilla, fresh honey, mandarin, peach, apple, almond, blackcurrant","Green apple acidity, good balance of sweetness/acidity","Dry , underwater",Bourbón Mayaguez,-1.0,-1,Rwanda
47,2,88.69,Kageyo Coffee,,$20.10/lb,"$38,815.91","Terarosa, Beanybeans Coffee & Beany Roasters, Old tree (S. Korea) and Invalsa Coffee® (USA)",Ndarusanze Faustin,1998,Rwanda,2011,Ngororero,Western,"Elegant mouthfeel, long finish","Brown sugar, chocolate, tobacco, orange, cinnamon, green apple, apricot, banana, sweet lemon, floral notes","Green apple, grape, lemon acidity, sweet lemon peel, red wine",Wet Process,Arabica,-1.0,-1,Rwanda
48,3,88.41,Nyakizu CWS,,$16.00/lb,"$33,430.88","Single Origin Roasters, Mecca and Market Lane Coffee",Nkunzurwanda Festus,1819,Rwanda,2011,Nyaruguru,Southern,"Elegant, complex, sweet bright finish","Floral, citric, marzipan, candy sweet, burnt caramel, raspberry, grape, pineapple, cinnamon, mango, bergamot, peach, pomegranate, blueberries, peach, apricot, fresh toasted bread","Crisp acidity, apricot, green apple, orange",Wet Process,Bourbón,-1.0,-1,Rwanda
49,4,88.22,COCCAN DUHUZIMBARAGA,,$10.60/lb,"$20,470.08","Time’s Club for C-COOP(Japan), Coffee Libre(S.Korea)",Kamageri Jothan,1786,Rwanda,2011,Nyamasheke,Western,"Clean elegant, dry champagne finish, wine-like finish, full body","Brown sugar, caramel, honey, mango, pineapple, sweet baked goods, warm lemonade, lemon, hazelnut, apricot, caramel","sparkling, effervescent, tartaric",Wet Process,Arabica,-1.0,-1,Rwanda
50,5,88.09,COVACAF KARENGERA,,$10.05/lb,"$18,721.54","Invalsa Coffee® (USA) with Specialty Coffee, Inc (Korea), Moxxee Coffee (USA), No Quarter Coffee (USA), Linking Coffee (Taiwan) and Bard Coffee (USA)",Mugambira Aphrodis,1713,Rwanda,2011,Nyamasheke,Western,"Creamy, exotic fruit on finish, balanced sweetness/acidity, elegant finish","Clover, milk chocolate, mandarin, cherry, orange, apricot","Complex fruit acids, green apple, peach, sugar cane",Wet Process,Arabica,-1.0,-1,Rwanda
51,6,87.97,Gatare Coffee,,$10.40/lb,"$19,407.75","Café Grumpy, Royal Coffee N.Y., Inc., Shenandoah Joe, Coffee By Design, Boston Common Coffee Co., Greene Brothers",Bavugamenshi Theobald,1854,Rwanda,2011,Nyamasheke,Western,"Creamy, full bodied, complex, very sweet, complex fruit aftertaste","Red berries, wild berries, vanilla, honey, chocolate, caramel, mulled wine spices","Citric acidity, peach",Wet Process,Bourbón,-1.0,-1,Rwanda
52,7,87.94,Kayumbu,,$9.20/lb,"$21,231.58","Mercanta The Coffee Hunters for Café Knopes (BEL), Café Lomi (FR), Giuli Co., Ltd (TW), Has Bean Coffee (UK), Melbourne Coffee Merchants (Aus), Origin Coffee Roasting (South Africa)",Nkurikiyinka Joel,1720,Rwanda,2011,Kamonyi,Southern,"Velvety, rounded mouthfeel, creamy, lingering","Lily on aroma, fresh, fruity, caramel, jasmine, milk chocolate, vanilla, pineapple, blueberry, orange","Bright elegant, lemon and apricot acidity",Wet Process,Arabica,-1.0,-1,Rwanda
53,8,87.16,SACOF Rulindo,,$10.25/lb,"$21,741.17","Café Imports, Terroir Coffee, The Roasterie, Dogwood Coffee and Coffee Tree Roasters, Reality Roasters Coffee Co.",Ndacyayisenga Beatrice,1794,Rwanda,2011,Rulindo,Northern,"Lemon in aftertaste, brown sugar on finish, rounded, syrupy mouthfeel, creamy","Intense fragrance, tobacco, spices, dark chocolate, black tea, caramelized apple, grapefruit","Citric, lemon, orange, pineapple, white grape",Dry,Arabica,-1.0,-1,Rwanda
54,9,86.97,Terimbere Kawa Yacu/Muhondo,,$8.86/lb,"$17,051.34","Kasai Coffee, Nagahama Coffee Inc., Saza Coffee, Voila Coffee",Karangwa Nicolas,1551,Rwanda,2011,Gakenke,Northern,"Complex, sweet, well-balanced finish, long finish","Floral notes, brown sugar, chestnut, cocoa, hazelnut, almond, chocolate, black pepper, orange, stone fruits, mulberry","Sweet citric acidity, cranberry, malic acidity","Dry , underwater",Bourbón Mayaguez,-1.0,-1,Rwanda
55,10,86.94,MARABA III SOVU,,$10.12/lb,"$19,222.74",Campos Coffee,Ahobantegeye Innocent,1764,Rwanda,2011,Huye,Southern,"Dark chocolate aftertaste, full bodied","Chocolate and orange on aroma, panela, pineapple, green apple",Citric fruit acidity,Wet Process,Bourbón,-1.0,-1,Rwanda
56,11,86.22,Kirorero/COOPAC,,$8.80/lb,"$17,272.64","Boston Common Coffee Co., Kobrick’s Coffee Co, Royal Coffee N.Y., Inc.",Ruvamwabo Jean Damascene,1481,Rwanda,2011,Rutsiro,Western,"well-balanced sweetness/acidity, medium body","floral notes on aroma, caramel, cocoa, red fruits","Citric berry-like, not dominant",Dry processing,Arabica,-1.0,-1,Rwanda
