Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
31,7,88.65,Elvis Reinerio Tineo Rafael,,$9.60/lb,"$7,026.62",hirocoffee,ELVIS REINERIO TINEO RAFAEL,"1850 m,a.s.l.",Perú,2018,,Cajamarca,"delicate, pulpy clean, ","blackberry, blueberry, passionfruit, honey, peach, apricot, jam, lemon, figs, raw sugar, cherry, black olive, aceituna, ","complex, malic, phosphoric, tartaric, ",Washed,Bourbón Caturra,,,Perú
32,8,88.45,Jesus Pilar Mijahuanca Rodriguez,,$7.31/lb,"$9,186.04",Brew92 Cafe & Roastery,Jesús Pilar Mijahuanca Rodriguez,1850 m.s.l.m.,Perú,2018,,Cajamarca,,"lime, citric, red grape, zest, ","structured, sweet, clove,",Washed,Caturra,,,Perú
33,9,88.23,Frank Gurvich Garcia Pariona,,$20.10/lb,"$14,725.26",ONE LOVE coffee,FRANK GURVICH GARCIA PARIONA,1500 m.a.s.l.,Perú,2018,,Junin,"cherry, cascara, velvety mouthfeel","very floral, jasmine, lemongrass, rosehip, hibiscus, lavender, green tea, vanilla, peach, ","tartaric, tart, green grape, refreshing, lemony, layered",Washed,Bourbón Gesha Pache,,,Perú
34,10,88.2,Fredy Bermeo Guevara,,$8.00/lb,"$7,467.52",Caravela Coffee,FREDY BERMEO GUEVARA,1850 m.a.s.l.,Perú,2018,,Cajamarca,"viscous, effervescent, lingering, intense, layered and comlex","apple, figs, elderberry, jackfruit, nutmeg, cola, molasses, honey, pear and red wine, ","all the acids, tartaric, phosphoric, malic, ",Washed,Bourbón Caturra,,,Perú
35,11,87.62,Delia Capquique Quispe,,$8.70/lb,"$6,548.14",Kyokuto Fadie Corporation,DELIA CAPQUIQUE QUISPE,1500m.a.s.l.,Perú,2018,,Puno,elegant and integrated,"floral, tropical fruit, black currant, mandarin and green tea, nectarine, lavender, floral, citronella, cocoa, sweet, raw honey and raw sugar, lemongrass","citric, lemony, bright, ",Washed,Bourbón,,,Perú
36,12,87.48,Alejandro Diaz Goicochea,,$7.10/lb,"$7,122.01",Honu Kato Coffee Inc.,Alejandro Diaz Goicochea,1850 m.a.s.l.,Perú,2018,,Junín,"ripe fruits and cherry, fig, caramel and vanilla","raspberry and champagne, gooseberry, mandarin, red fruit and molasses, ","tartaric, bright, ",Washed,Caturra Typica,,,Perú
37,13,87.4,Jose Christian Lavan Guerrero,,$9.50/lb,"$8,084.41",Kyokuto Fadie Corporation,Jose Christian Lavan Guerrero,1600m.a.s.l.,Perú,2018,,Cajamarca,"white chocolate, vanilla, long lasting aftertaste, tangy,, cranberry, ","red apple, pineapple, blood orange, caramel, orange blossom, red berries, red plum, stone fruit, honey, ","malic, orange peel",Washed,Caturra Gesha,,,Perú
38,14,87.38,Mel Francisco Cubos Espinoza,,$7.08/lb,"$6,846.01","Dutch Barista Coffee Company, Single O",MEL FRANCISCO CUBOS ESPINOZA,"1800m,a.s.l.",Perú,2018,,Huánuco,"juicy, buttery, syrah, improved on cool, spiced, sweetness","berries, apricot, honey and stone fruit, raspberry, clove, ripe peach, intense, chardonnay, canela, caramel, flan, dark chocolate,","malic, lively, cherry acidity, ",Washed,Caturra,,,Perú
39,15,87.36,Efrain Carhuallocllo Salvado,,$8.00/lb,"$9,294.72","Wataru & Co., Ltd. – Osaka",EfrainCarhuallocllo Salvado,1950 m.a.s.l.,Perú,2018,,Cajamarca,"mild and bright, well rounded, balanced, good sweetness, good mouthfeel, honey sweetness","tootsie roll, toffee, red currant, green grape, almond, date, cardamom, peach, dark fruit, cherry, red fruit, cherry limeade, ","citric, orange, lime",Washed,Yellow Caturra,,,Perú
40,16,87.24,Percy Pintado Huaman,,$6.90/lb,"$13,188.73","Wataru & Co., Ltd.",Percy Pintado Huamán,1750 m.a.s.l.,Perú,2018,,Cajamarca,"very sweet and balanced, caramel, red wine, ","blackberry, orange, sweet, red apple, cherry, molasses, roasted peanut, green tea, honey, black currant","tartaric, citric, light, ",Washed,Bourbón Caturra,,,Perú
41,17,87.05,José Práxedes Alarcon Coronel,,$6.99/lb,"$6,749.75",Nippon Coffee Trading,José Praxedes Alarcón Coronel,"1750 m,a.s.l.",Perú,2018,,Cajamarca,"solid citrus, structured, delicate and balanced, ","lemon and apricot, white grape, butterscotch, ","citric, orange and lime, lime zest, mandarin, effervescent, juicy, carob syrup, peach, elegant, ",Washed,Bourbón Caturra,,,Perú
42,18,86.88,Vincler  Velin Roman Huaman,,$7.08/lb,"$5,509.87","Wataru & Co., Ltd. – Osaka",VINCLER VELIN ROMAN HUAMAN,1700m.a.s.l.,Perú,2018,,Cajamarca,"dr. pepper, juicy, balanced, ","pomegranate, raisin, caramel, dark chocolate, milk chocolate, ","citric, tartaric, zesty, ",Washed,Caturra,,,Perú
43,19,86.76,Vicentina Pocco Palero,,$7.10/lb,"$6,339.38","Wataru & Co., Ltd. – Nagoya",VICENTINA PHOCCO PALERO,"2040 m,a.s.l.",Perú,2018,,Puno,"bergamot, powerful, sweet, syrupy, mango, molasses, improved, dense, balanced, ","chocolate, dark choc, white chocolate, raspberry, ginger, peach, granola, honey, jasmine, orange, star fruit, red wine, hibiscus","tartaric, citric, lemon",Washed,Bourbón Caturra Typica,,,Perú
44,20,86.67,David Flores Chilcon,,$7.30/lb,"$5,858.10",Kaffebrenneriet As,DAVID FLORES CHILCON,"1700m,m.a.s.l.",Perú,2018,,Cajamarca,"green tea, juicy, clean finish, delicate, honey sweetness, ginger cookie ","lime juice, pomegranate, white berries, pinot blanc. Nutmeg, jasmine, choc and almond, honey, sugar syrup, peach tea ","citric, malic ",Washed,Caturra,,,Perú
45,21,86.31,José Felipe Carhuachinchay Jimenez,,$7.18/lb,"$6,442.47",ONE LOVE coffee,JOSE FELIPE CARHUACHINCHAY JIMENEZ ,"1675 m,a.s.l.",Perú,2018,,Cajamarca,"sweet, crisp, white tea, delicate, chocolate","chocolate, lavender, peanut brittle, apple, green tea, rich, juicy, well structured, nougat, floral ","malic, citrus, juicy",Washed,Bourbón Caturra,,,Perú
46,22,86.14,Evelio Mego Diaz,,$6.95/lb,"$6,021.62","TOA COFFEE Co., Ltd.",EVELIO MEGO DIAZ,"1700 m,a.s.l.",Perú,2018,,Cajamarca,"lingering tannic quality, ","raspberry, dark cherry, dark chocolate, choc milk, caramel, pear, cinnamon, ginger, lime, floral, fig, molasses","malic, citric, buttery mouthfeel, syrupy",Washed,Catimor Caturra,,,Perú
47,23,86.07,Luis Fernando Quispe Lopez,,$7.50/lb,"$9,490.88","GSC International Co., Ltd.",LUIS FERNANDO QUISPE LOPEZ,"1520 m,a.s.l.",Perú,2018,,Pasco,"creamy, viscous, fresh, lively, kiwi, toasted coconut, golden raisin, green apple and dark flavors integrated","caramel, brown sugar, green apple and chocolate, purple florals, jammy, grape jelly","bright, malic, ",Washed,Gesha,,,Perú
48,1a,92.28,La Lucuma,396.83,$20.00/lb,"$7,936.60","Maruyama Coffee, Uchida Coffee, Harrods, Goodboybob Coffee",Grimanes Morales Lizana,1800 msnm,Perú,2019,Rumepite Bojo,Cajamarca,"Sweet potato, candied chestnut, raspberry, tropical fruits, jasmine, malt, cola nut, toasted marshmallow, sweet tobacco, black cherry, baked peached, cinnamon, papaya, mango, clove","Subtle acidity, effervescent","Creamy, exotic, very well balanced, juicy, well rounded, jasmine finish",Washed,Costa Rica 95,,,Perú
49,1b,92.28,La Lucuma,423.29,$19.80/lb,"$8,381.14","Dabov Specialty Coffee, Coffee Me Up (Korea), Cupper’s High Coffee Company, Cuppingpost",Grimanes Morales Lizana,1800 msnm,Perú,2019,Rumepite Bojo,Cajamarca,"Sweet potato, candied chestnut, raspberry, tropical fruits, jasmine, malt, cola nut, toasted marshmallow, sweet tobacco, black cherry, baked peached, cinnamon, papaya, mango, clove","Subtle acidity, effervescent","Creamy, exotic, very well balanced, juicy, well rounded, jasmine finish",Washed,Costa Rica 95,,,Perú
50,2a,91.44,Nuevo Progreso,396.83,$30.00/lb,"$11,904.90","Oas Roaster, Blossom Valley Intl, Vanilla Specialty Coffee",Lucio Luque Vasquez,2000-2100 MASL,Perú,2019,AMAYBAMBA,Cusco,"Floral, orange, mango, caraway seed, peach, clove, apricot, eucalyptus, cinnamon, black tea with lemon, bergamot, blueberry pie, dark fruits","Citric, malic, juicy, tartaric, malic","Creamy, unique, exotic, structured, complex, lemon ice tea, orange marmalade",Washed,Gesha Bourbon Blend,,,Perú
51,2b,91.44,Nuevo Progreso,394.63,$30.00/lb,"$11,838.90","1597 specialty, Coffee Montage, NAMUSAIRO COFFEE, Cuppingpost, Coffee Me Up, Cupper’s High Coffee Company",Lucio Luque Vasquez,2000-2100 MASL,Perú,2019,AMAYBAMBA,Cusco,"Floral, orange, mango, caraway seed, peach, clove, apricot, eucalyptus, cinnamon, black tea with lemon, bergamot, blueberry pie, dark fruits","Citric, malic, juicy, tartaric, malic","Creamy, unique, exotic, structured, complex, lemon ice tea, orange marmalade",Washed,Gesha Bourbon Blend,,,Perú
52,3a,91.4,Agua Dulce,462.97,$12.60/lb,"$5,833.42",Ascension Coffee Roasters,Junior Guido Flores Elera,2085 MASL,Perú,2019,C.P PACHAPIRIANA - Cas. LA PALMA,Cajamarca,"Floral, black currant, jasmine, passionfruit, guava, blueberry, licorice, tangerine, malt, pomegranate, mint, cocoa, grape bubblegum","Tropical acidity, phosphoric, refined, orange acidity","Complex, silky, raisin, jammy, consistent, creamy",Washed,Catuai,,,Perú
53,3b,91.4,Agua Dulce,449.74,$12.50/lb,"$5,621.75","RYANS COFFEE ROASTERS, ST.BERRY COFFEE, 27 COFFEE ROASTERS, Hisashi Yamamoto Coffee(Unir), MARUMI COFFEE",Junior Guido Flores Elera,2085 MASL,Perú,2019,C.P PACHAPIRIANA - Cas. LA PALMA,Cajamarca,"Floral, black currant, jasmine, passionfruit, guava, blueberry, licorice, tangerine, malt, pomegranate, mint, cocoa, grape bubblegum","Tropical acidity, phosphoric, refined, orange acidity","Complex, silky, raisin, jammy, consistent, creamy",Washed,Catuai,,,Perú
54,4,90.88,Romerillo,723.34,$16.00/lb,"$11,573.44",Kyokuto Fadie Corporation,Franklin Chingel Morales,1700,Perú,2019,RUMIPITO BOJO,Cajamarca,"Plum, cinnamon, mango, molasses, star anise, currant, melon, dark chocolate, butterscotch, prune, passion fruit, grapes","Citric, malic, juicy, crisp","Round, lively, improved, articulated, very fine, chocolate finish",Washed,Bourbon,,,Perú
55,5,90.47,Perla Mayo,1168.45,$8.90/lb,"$10,399.21","Wataru & Co., Ltd.",Luz Nelli Alarcon Estela,1900 MASL,Perú,2019,FLOR DEL NORTE,Cajamarca,"Mango, floral, spices, pomegranate, peach, hibiscus, golden kiwi, meyer lemon, toffee, cane syrup",Tartaric,"Complex, exotic, well balanced, fine, crystal clear, juicy",Washed,Bourbón Caturra Rojo Typica Yellow Caturra,,,Perú
56,6,90.29,Santa Sofia,884.05,$8.70/lb,"$7,691.24",Mare Terra Green Coffee,Eleuterio Bolaños Torresillas,1830,Perú,2019,San Juan Pueblo Libre,Junin,"Mango, molasses, hibiscus, tamarind, black berry, pineapple, peach, green apple, honey, elderflower, red fruits, canned peaches, strawberry","Tartaric, malic, citric","Creamy, balanced, juicy, sweet, delicate, transparent",Washed,Bourbón Caturra,,,Perú
57,7,89.69,Monte Rey,1110.03,$8.60/lb,"$9,546.26","Wataru & Co., Ltd.",Felix Cachay Cueva,1750,Perú,2019,JOSE GALVEZ,Junin,"Citric, cocoa nibs, mandarin, honey, toffee, molasses, coconut, dark cherry, red apple, chocolate syrup","Citric, malic, crisp","Silky, structured, elegant acidity, syrupy, juicy, maple syrup",Washed,Caturra,,,Perú
58,8,89.32,Morales,814.61,$8.40/lb,"$6,842.72","Wataru & Co., Ltd.",Roiber Elit Becerra Fernandez,1800,Perú,2019,Lonya Grande,Amazonas,"Mangosteen, red fruits, spices, peach, lime, red currant, sweet butter, lemon meringue, golden raisin, prune","Juicy, citric, malic","Soft, silky, balanced, complex",Washed,Caturra,,,Perú
59,9,89.18,Nueva Alianza,839.08,$16.88/lb,"$14,163.67",TAF Coffee,Dwight Aguilar Masias,1850,Perú,2019,Andihuela,Cusco,"Grapes, peach, apple, cocktail bitters, huckleberries, black cherry, apple pie, cinnamon, vanilla","Citric, sparking acidity, juicy, crisp","Lingering, silky body, smooth",Washed,Gesha,,,Perú
60,10,88.96,Esmeralda,1216.95,$8.60/lb,"$10,465.77","GSC International Co., Ltd.",Fabian Ortiz Coaquira,1600,Perú,2019,UNION JUNIN,Junin,"Orange peel, mandarin, caramel, raisin, bittersweet chocolate, honey, passionfruit, spices, cocoa nibs, whiskey","Citric, vibrant, juicy","Well balanced, soft, elegant, consistent, round",Washed,Bourbón Catimor Caturra Gesha,,,Perú
