Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
15,16,85.78,Butegana (I),,$4.10/lb,"$10,032.70",Coffee Bean International on behalf of Nordstrom Specialty Coffee,WEBCOR,1610 masl,Burundi,2014,"Kayanza, Kayanza",Kayanza,"silky body, creamy, juicy buttery, transparent, round","tangerine* fruity, black currents, malty, cedar, apricots",malic* citric*,Washed,Bourbón,,-,Burundi
16,17,85.72,Masha (II),,$4.00/lb,"$16,932.00",Orsir Coffee (Taiwan),WEBCOR,1660 masl,Burundi,2014,"Gatara, Kayanza",Kayanza,"very balanced fresh, floral, flavors aftertaste, hibiscus balanced, mineral aftertaste, ripe fruits, floral","citric, apple dark chocolate flowers cherries, lime mango* chocolate brownie cranberry green grape, chocolate herbs, winey fig","citric, complex elegant delicate, lime malic",Washed,Bourbón,,-,Burundi
17,18,85.56,Gitaba,,$4.00/lb,"$10,848.00","honuKATOCOFFEE, Inc.",Sogestal Kirimiro,1557,Burundi,2014,"Gitaba, Rutana",Rutana,"delicate*clarity, elegant","apricot* milk chocolate * cedar* apple* floral,* spicy, truffle brown sugar, apple, black tea, orange peel","tart, malic, tangy lively, effervescent",Washed,Bourbón,,-,Burundi
18,19,85.38,Yandaro,,$4.20/lb,"$8,887.20","Wataru & Co., Ltd.",WEBCOR,-,Burundi,2014,"Kabarore, Kayanza",Kayanza,"orange peel, juicy, transparent, multi dimensional, syrupy mouthfeel, sweet finish","plum* cherry, flowers, floral, black currents, caramel, brown sugar lavender, lemon, berries","citric* lively, malic, structured",Washed,Bourbón,,-,Burundi
19,20,85.34,Karehe,,$4.20/lb,"$7,501.20","GSC International Co., Ltd. (KOREA) // Shanghai Borong International Trading Co., Ltd (CHINA)",Sogestal Kayanza,1750 masl,Burundi,2014,"Busiga, Kayanza",Kayanza,"milk chocolate finish, honey aftertaste, sweet finish, juicy","caramel* toffee, stewed fruit, grapes, honey, mandarin chocolate, cream, melon, savory notes, mango","critic* apple, complex",Washed,Bourbón,,-,Burundi
20,21,85.31,Kigobe,,$4.20/lb,"$5,833.80",Nagahama Coffee Inc.,KALICO,1500 masl,Burundi,2014,Kirundo,Kirundo,"buttery* molasses and honey aftertaste, effervescent","chocolate, red apple, dark chocolate, hazelnut, intense berry","apple* complex citric, tartaric",Washed,Bourbón,,-,Burundi
21,22,85.09,Ruvubu,,$4.00/lb,"$12,432.00",honuKATOCOFFEE Inc.,Sogestal Kirimiro,1748 masl,Burundi,2014,"Shombo, Karusi",Karusi,balanced transparent* sweet long lasting silky,"cranberries* cherry chocolate* green apple, caramel, cocoa","bright citric* crisp, juicy*",Washed,Bourbón,,-,Burundi
22,23,85.06,Kibuye,,$4.10/lb,"$11,389.80",Imperator SRL,Sogestal Kirimiro,1986 masl,Burundi,2014,"Bukirasazi, Gitega",Gitega,"sweet finish*, syrupy, fruity finish","whiskey* grapes, caramel, sugar browning, chocolate, pineapple vanilla, cherry, floral, sugar cane, perfume, raisin, white wine, black tea","cherry* citric bright, elegant",Washed,Bourbón,,-,Burundi
23,24,85.06,Gatare (2014),,$4.20/lb,"$11,113.20",Mecca,Sogestal Kayanza,1680 masl,Burundi,2014,"Rango, Kayanza",Kayanza,"red wine finish, almond, creamy","honey* brown sugar* chocolate* floral, caramel, raisin plums","tartaric* crisp, citric, lime, complex",Washed,Bourbón,,-,Burundi
24,25,85.03,Butegana (II),,$6.10/lb,"$6,051.20","Tres Cabezas Berlin Stock Spittel GbR, List & Beisler GmbH, Doubleshot s.r.o.",WEBCOR,1610 masl,Burundi,2014,"Kayanza, Kayanza",Kayanza,"viscous, elegant, clean, round, aftertaste, smooth lingering aftertaste, winey aftertaste","sweet berry* peach* passion fruit* chocolate* brown sugar, tropical fruit lime, raspberry, hibiscus perfume",complex** tartaric,Washed,Bourbón,,-,Burundi
25,26,85.03,Nzewe,,$4.00/lb,"$7,672.00",Oren’s Daily Roast,ICOCOGE,1760 masl,Burundi,2014,"Kayanza, Kayanza",Kayanza,"juicy,* lemonade, tangy, effervescence, dimensional","cherry* lime* chocolate* green apple* peach, strawberry, stone fruit","very citric, malic, intense",Washed,Bourbón,,-,Burundi
26,27,85.0,Gahahe (II),,$4.00/lb,"$8,996.00",Wataru for NOZY COFFEE,WEBCOR,1800 masl,Burundi,2014,"Kayanza, Kayanza",Kayanza,"long finish, mineral","chocolate* raspberry, raisins, apricot, maple syrup, green grape green apple",citric** elegant,Washed,Bourbón,,-,Burundi
27,1,91.09,Nemba (Greenco Burundi),,$28.70/lb,"$55,363.16","UCC Ueshima Coffee Co., Ltd.",Javénal Bizimana,,Burundi,2015,Kayanza,Kayanza,"Silky, chocolate finish, long lasting, structured","Black currant, honey, pineapple, mango, black grapes, coca-cola, rose, cherry, passion fruit, rum, maple syrup","Complex, juicy, tartaric, elegant, complex",,,,-,Burundi
28,2,89.8,Kiryama (Sogestal Kayanza),,$10.90/lb,"$20,305.61","Maruyama Coffee, Adachi Coffee (JAPAN) // Orsir Coffee (TAIWAN)",Viateur Niyirera,,Burundi,2015,Butaganzwa,Kayanza,"Structured, very very sweet, intense","Cherry, red berries, red currants, apples, honey, hibiscus, orange blossom, pineapple, sugar cane, butterscotch","Complex, bright, zesty",,,,-,Burundi
29,3,89.32,Heza (CCC),,$16.10/lb,"$21,829.02",TERAROSA(HAKSAN Co.Ltd),Zéphirin Bucumi,,Burundi,2015,Matongo,Kayanza,"Delicate, sweet long finish, creamy","Cinnamon, bergamot, black tea, white grapes, vanilla, cherry, apple, orange zest","Citric, orange",,,,-,Burundi
30,4,89.21,Gahahe (Greenco Burundi),,$6.40/lb,"$17,777.98","Latorre & Dutch Coffee Traders, Fisher Coffee (CHINA)",Séraphine Bigirimana,1805 masl,Burundi,2015,Kayanza,Kayanza,"Creamy, thick mouth feel, very sweet, well balanced","Rose, chocolate, brown sugar, dried marshmallow, amber honey, tangerine, malt, spicy sweet","Malic, soft",,,,-,Burundi
31,5,88.92,Mutumba (Sogestal Kayanza),,$8.30/lb,"$14,638.63",Time’s Club (JAPAN) // Coffee Libre (KOREA),Pauline Ntaconkurikira (IWCA Burundi ),,Burundi,2015,Busiga,Ngozi,"Sticky mouth feel, creamy, chocolate finish, long finish, syrupy","Plum, papaya, mango, blueberry, peach, black currant, nougats, honey, tapioca","Citric, juicy, malic",,,,-,Burundi
32,6,88.8,Karehe (Sogestal Kayanza),,$11.25/lb,"$20,461.50",HARU International Corp.,Candide Nirere,,Burundi,2015,Busiga,Ngozi,"Heavy body, full, creamy, silky, winey","Persimmon, apricot, blackberry, red orange, walnut, mango, graham cracker, green apple, bergamot, pecan spice","Very complex, sparkling, lactic",,,,-,Burundi
33,7,88.51,Yandaro (Greenco Burundi),,$8.50/lb,"$12,180.50","Hiro Coffee Co.,Ltd.",Marc Hakizimana,,Burundi,2015,Kabarore,Kayanza,"Round, well balanced, structured, consistent","Caramel, red apple, pineapple, cherry, rose, chocolate, lemon peel, Fuji apple, papaya, lime","Delicate, complex, bright",,,,-,Burundi
34,8,88.45,Heza (CCC),,$9.30/lb,"$11,686.66","​Museo Co., Ltd., Coffeejumbbang (KOREA)",Cyrille Niyonzima,,Burundi,2015,Matongo,Kayanza,"Lush, heavy body, well balanced, creamy, velvet","Raisin, rose, orange peel, cherry, honeysuckle, blood orange, caramel, raspberry","Citric, snappy, complex, juicy, malic",,,,-,Burundi
35,9,88.32,Nzove (Greenco Burundi),,$5.61/lb,"$13,357.30",WATARU for OGAWA COFFEE,Séraphine Niyonsaba,,Burundi,2015,Mwumba,Ngozi,"Balanced, creamy, elegant finish, long finish","Prunes, chocolate, guava, orange peel, rose hip, candied honey, plum","Citric, complex, lactic",,,,-,Burundi
36,10,88.2,Kibingo (Greenco Burundi),,$6.01/lb,"$16,694.64","Wataru & Co., Ltd.",Hilaire Hakizimana,1893 masl,Burundi,2015,Kayanza,Kayanza,"Super clean, transparent, well structured","Red apple, bakers chocolate, green apple, raisins, cherry, lime, carob","Citric, bright, effervescent",,,,-,Burundi
37,11,86.62,Gasura (Kalico),,$4.40/lb,"$10,039.79","GSC International Co., Ltd. (KOREA) // Shanghai Borong International Trading Co., Ltd (CHINA)",Frédéric Rwasa,,Burundi,2015,Vumbi,Kirundo,"Juicy, consistent, balanced, lactic, black tea texture","Orange, apricot, rose, caramel, pear, green apple, lime, peach","Citric, sparkling, zingy",,,,-,Burundi
38,12a,86.57,Nkaka (Greenco Burundi),,$5.40/lb,"$22,143.08","GSC International Co., Ltd. (KOREA) // Shanghai Borong International Trading Co., Ltd (CHINA)",Théodore Mbonimpa,1675m,Burundi,2015,Mwumba,Ngozi,"Clean, juicy, very clean, long and balanced body","Brown sugar, licorice, rose, red apple, maple syrup","Complex, citric, grapefruit",,,,-,Burundi
39,12b,86.57,Munkaze (Munkaze Coffee),,$5.30/lb,"$5,959.06",NAGAHAMA COFFEE Inc.,Juvénal Mukeshimana,,Burundi,2015,Kayanza,Kayanza,"Round body, smooth, sweet, clear finish","Caramel, tres leches, black currant, chocolate, mango, guava, green apple, lime","Citric, lactic, bright",,,,-,Burundi
40,14,86.53,Gakenke (Greenco Burundi),,$5.00/lb,"$16,424.35",Coffee Libre,Salvator Nyandwi,1692 masl,Burundi,2015,Kayanza,Kayanza,"Round body, smooth, buttery, creamy, juicy, long finish, structured","Caramel, lemonade, orange peel, vanilla, stevia, bergamot","Citric, bright",,,,-,Burundi
41,15,86.42,Mpanga (SEGEC),,$4.80/lb,"$10,793.76",Campos Coffee,Bernard Congera,,Burundi,2015,Kayanza,Kayanza,"Thick body, full body, well balanced","Chocolate, prune, strawberry, cherry, black grape, crème brulee","Sparkling, juicy, tartaric",,,,-,Burundi
42,16,86.36,Yandaro (Greenco Burundi),,$5.00/lb,"$25,353.00",honuKATOCOFFEE Inc.,Jérôme Bankuwiha,1774 masl,Burundi,2015,Kabarore,Kayanza,"Syrupy, very sweet and clean","Fuji apple, red apple, mandarin orange, honey tea, cherry","Complex, sparkling",,,,-,Burundi
43,17,86.33,Kigobe (Kalico),,$4.60/lb,"$14,603.34",honuKATOCOFFEE Inc.,Jean Nkunzimana,,Burundi,2015,Vumbi,Kirundo,"Smooth, long finish, effervescent","Strawberry, chocolate raisin, muscat, malt, raspberry","Tartaric, malic, vanilla, banana",,,,-,Burundi
44,18,86.07,Buziraguhindwa (CPC),,$5.10/lb,"$6,408.81",elbgold Roestkaffee GmbH,Egide Minani,,Burundi,2015,Muruta,Kayanza,"Juicy, syrupy, sparkling","Maple syrup, blueberry, chocolate, candied apple, brown sugar, butterscotch, black tea","Complex, bright, citric, tartaric",,,,-,Burundi
45,19,85.96,Mahonda (Sogestal Kirimiro),,$5.20/lb,"$9,285.80",Kyokuto Fadie Corporation,Mathieu Bizimana,,Burundi,2015,Bukirasazi,Gitega,"Transparent, balanced, lush","Floral, apple, caramel, plum, lime, chocolate, cherry, raspberry","Malic, subtle",,,,-,Burundi
46,20a,85.93,Butemba (Sogestal Kirimiro),,$4.50/lb,"$9,226.30",MC FOODS LIMITED,Pierre Hararawe,,Burundi,2015,Gitega,Gitega,"Long lasting, good structure, syrupy","Brown sugar, maple syrup, butterscotch, vanilla, plum, cinnamon","Lime, citric",,,,-,Burundi
47,20b,85.93,Rugori (Greenco Burundi),,$4.50/lb,"$10,674.72","Wataru & Co., Ltd.",André Ntahompagaze,1680 masl,Burundi,2015,Busiga,Ngozi,"Creamy, round body, soft, consistent","Apple, cherry, orange, chocolate, jasmine, sugar cane","Lively, malic, zingy",,,,-,Burundi
48,22,85.58,Buziraguhindwa (CPC),,$4.30/lb,"$5,119.11",Solberg & Hansen AS,Ramadhan Salum,,Burundi,2015,Muruta,Kayanza,"Transparent, heavy mouthfeel","Orange, citrus, maple syrup, perfume, floral, tea rose, apple","Citric, effervescent, lively",,,,-,Burundi
49,23,85.51,Butihinda (Kalico),,$5.20/lb,"$8,322.86","Wataru & Co., Ltd.",Evariste Nsabimana,,Burundi,2015,Butihinda,Kirundo,"Creamy, syrupy, complex fruit, flowers, consistent","Caramel, cherry, perfume, raisins, apple, peach, peppery, cranberry","Lively, zingy, citric",,,,-,Burundi
50,24a,85.49,Kavugangoma (Aproco),,$4.20/lb,"$3,888.95",EL CAFE coffee roasters,Richard Kaderi,,Burundi,2015,Mwakiro,Muyinga,Consistent,"Chocolate, green apple, honey, caramel, sweet mint, mango, salted plum, hops","Zingy, malic, lime",,,,-,Burundi
51,24b,85.49,Gakenke (Greenco Burundi),,$4.82/lb,"$12,836.48",InterAmerican Coffee GmbH,Ezéchiel Miburo,,Burundi,2015,Kayanza,Kayanza,"Creamy, heavy body, consistent","Cherry, plum, malty chocolate, dried fruit, guava","Malic, tartaric, very juicy",,,,-,Burundi
52,26,85.18,Butegana (Greenco Burundi),,$4.50/lb,"$13,760.06",Kaffebrenneriet as,Déo Bacamurwanko,1612 masl,Burundi,2015,Kayanza,Kayanza,"Long finish, consistent, smooth","Dark chocolate, roasted almonds, lime, clingy peach, cardamom, floral, bittersweet chocolate","Citric, tartaric, malic",,,,-,Burundi
53,27,85.12,Muramba (Kalico),,$4.10/lb,"$8,505.61","RYANS COFFEE ROASTERS, DILIKAPO COFFEE, Cafe Nara, Coffee Montage, ABYSSINIA COFFEE, Cafe DOME",Sebigo,,Burundi,2015,Butihinda,Kirundo,Crisp mouthfeel,"Jasmine, floral, vanilla, plum, caramel, red apple, apricot, lemon","Complex, citric",,,,-,Burundi
54,1A,90.45,KIBINGO 2017,,$52.30/lb,"$23,867.63","Maruyama Coffee, Sarutahiko Coffee, Difference Coffee(UK), and Good Boy Bob Coffee (US)",Nshimirimana Pascasie - GREENCO,,Burundi,2017,KAYANZA,Burundi,"well structured, transparent, wine like, honey flavors, syrupy aftertaste, strawberry rhubarb.","lemon, black cherry, red apple, grape, honey, blackberry, black currant, earl grey, jasmine, apricot, nectarine, peach, buttered toast, key lime pie, jasmine, honeysuckle, rose dew,","tartaric, citrus, complex, orange juice, well balanced with sugar to acidity, sweet acidity",,Bourbón,,-,Burundi
55,1B,90.45,KIBINGO 2017,,$52.20/lb,"$24,167.03","Nippon Coffee Trading Co., Ltd.",Nshimirimana Pascasie - GREENCO,,Burundi,2017,KAYANZA,Burundi,,"tartaric, citrus, complex, orange juice, well balanced with sugar to acidity, sweet acidity","well structured, transparent, wine like, honey flavors, syrupy aftertaste, strawberry rhubarb.",,Bourbón,,-,Burundi
56,2A,90.4,NZOVE 2017,,$11.40/lb,"$5,680.05","GAMSUNG INTERNATIONAL CO.,LTD.",Niyikiza Marceline - GREENCO,,Burundi,2017,NGOZI,Burundi,"long aftertaste, creamy, rich, super bright and clean, viscous, transparent, balanced.","mango, pineapple, apple juice, apricot, lemonade, cabernet, honey dew, grape juice,","lemonade, green grape, malic, crisp, complex, sparkling, structured, jasmine",,Bourbón,,-,Burundi
57,2B,90.4,NZOVE 2017,,$11.40/lb,"$5,277.86","32cup NV, Dutch Barista Coffee Company",Niyikiza Marceline - GREENCO,,Burundi,2017,NGOZI,Burundi,,"lemonade, green grape, malic, crisp, complex, sparkling, structured, jasmine","long aftertaste, creamy, rich, super bright and clean, viscous, transparent, balanced.",,Bourbón,,-,Burundi
58,3,89.9,GAKENKE 2017,,$8.70/lb,"$8,189.92",Mare Terra Green Coffee,Karikumutima Cyprien - GREENCO,,Burundi,2017,KAYANZA,Burundi,"creamy and balanced, silky finish, rich, velvety, long aftertaste, juicy red black tea, rose, buttery aftertaste, very long, licorice, spices, ginger taste","plum, jasmine, black cherry, tropical fruit juice, vanilla, spice, clove, date, lemon marangue, pear, peach, red apple, sugar cane, spring garden, fresh flower.","malic, intense, juice, orange peel, orange, juice, well structured.",,Bourbón,,-,Burundi
59,4,89.88,KAGOMA 2017,,$8.50/lb,"$8,919.90",Brew92,Nyabenda Margueritte - GREENCO,,Burundi,2017,NGOZI,Burundi,"long finish, silky, deeply sweet, lush body, cranberry, lactic","spice, toffee, fruit, papaya, lavender, black currant, ripe banana, fruit apple, prosecco, pineapple, sandalwood, caramel, toffee, honey, green grape, purple grape, strawberry","tangerine, mandarin, stable, structured, lemon juice",,Bourbón,,-,Burundi
60,5,89.43,RUBAGABAGA 2017,,$8.70/lb,"$8,209.15",Sample coffee roasters,Sindayigaya Candide - GREENCO,,Burundi,2017,KAYANZA,Burundi,"buttery mouthfeel, rum, strengthened on the cool, structured","caramelized citrus, peach, toffee, chamomile, lemongrass, brown sugar, molasses, mango, jasmine, green grape","grape juice acidity, apple, green apple, fresh, lemon, juicy, malted, lime",,Bourbón,,-,Burundi
61,6,89.15,MUNKAZE COFFEE 2017,,$8.20/lb,"$17,119.80",Campos Coffee,Miburo Salvator - BUJA CAFFEEE,,Burundi,2017,KAYANZA,Burundi,"long finish, structured, transparent, viscous, vanilla ice cream, pear, berry, lychee, lactic","vanilla ice cream, rhubarb, coconut, peach, dark fruit, lemongrass, grapefruit, rose, brown sugar, honey, lychee, lavender, star fruit, pear like acidity, apricot, stone fruit","tartaric, lemon citrus,",,Bourbón,,-,Burundi
62,7,89.05,MASHA 2017,,$8.10/lb,"$7,303.69",Mare Terra Green Coffee,Hakizimana Vénant - GREENCO,,Burundi,2017,KAYANZA,Burundi,"honey, juicy, balanced, complex, lush, herbal tea mouthfeel, molasses on the break, black tea aftertaste","bergamot, caramel, spice, grapefruit, herbal, lime, melon, matcha, blueberry, stone fruit, orange peel, pineapple, kiwi","tartaric, lemon, juice, sparkling, cider like, malic",,Bourbón,,-,Burundi
63,8,88.98,NZOVE 2017,,$8.30/lb,"$7,923.18","TOA COFFEE Co.,Ltd , ARAB COFFEE Co.,Ltd.",Miburo Emile - GREENCO,,Burundi,2017,NGOZI,Burundi,"creamy, viscous, hard candy, ginger spice, pear, anise, clove, roasted cocoa aftertaste","strawberry, vanilla, canteloupe, red grape, keffir lime, peppermint, apricot, dark choc, apricot, tropical fruits, passionfruit, hibiscus","white wine, kumcuat, grapefruit, refined, lively,",,Bourbón,,-,Burundi
64,9,88.55,NEMBA 2017,,$8.40/lb,"$6,426.00",Kyokuto Fadie Corporation,Niyorugira Charles - GREENCO,,Burundi,2017,KAYANZA,Burundi,"long aftertaste, clear and transparent, lingering black tea finish, juicy, complex body, vivid, candied nuts","butterscotch, ginger, caramel, milk tea, guava, fruit salad sweets, jolly rancher, melon, mango, rose water","green grape, green apple, complex, lemongrass",,Bourbón,,-,Burundi
65,10,88.33,MUNYINYA 2017,,$7.70/lb,"$15,464.76",Kaffebrenneriet As,Nshimirimana David - MUNYINYA COFFEE,,Burundi,2017,KAYANZA,Burundi,"dark cocoa finish, effervescent, clove, spice, peanut butter aftertaste","melon, mead, honey, brown sugar, molasses, caramel, red currants, honey and peach, plum, oranges","complex, citric, tart, lively, dry",,Bourbón,,-,Burundi
66,11,87.64,NKAKA 2017,,$7.80/lb,"$6,929.99",Mare Terra Green Coffee,Nkurunziza Egide - GREENCO,,Burundi,2017,NGOZI,Burundi,"sweet long finish, balanced, orange, black tea finish","caramel, brown sugar, chocolate, black currant, honey, red berry, pamelo, sweet melon, apricot, peach tea","vivid, green apple, grapefruit, vivid, lime",,Bourbón,,-,Burundi
67,12,87.6,KAGOMA 2017,,$7.65/lb,"$7,015.97",32cup NV,Bigirimana Marie - GREENCO,,Burundi,2017,NGOZI,Burundi,"blackberry, creamy, syrupy, honey, coconut, sugar cane","toffee, floral rose, pollen, cherry, wine, floral, caramelized citrus, roasted almond, sugar, caramel, coffee blossom, dried plum","malic, complex, lemon, mandarin, sugar cane, citric, lemonpeel, tangerine",,Bourbón,,-,Burundi
68,13,87.57,BUYENGERO 2017,,$7.80/lb,"$6,431.33","Wataru & Co., Ltd",Niyomana Levis - COOP DUSUBIZITEKIKAWA/HORAMAMA COFFEE,,Burundi,2017,RUMONGE,Burundi,"lemon cookie, deep and sweet, bittersweet chocolate, fig, raisin, honey dew melon, black cherry","citrus, caramel, apricot, bergamot, orange, honey, cherry, blackberry, plum grape, blueberry, grapefruit, coconut","peach, malic, complex, range of acidity, elegant, long finish, structured, velvety",,Bourbón,,-,Burundi
69,14,87.43,KAVUMU-NYAKARAMBO 2017,,$8.25/lb,"$4,874.43",FUKUEI COFFEE,Ndaruzaniye Basile - COOP TWARANYUZWE/HORAMAMA COFFEE,,Burundi,2017,KAYANZA,Burundi,"buttery, refined, lasting finish, lemon juice","chocolate, toffee, candied lemon, cola, pink grapefruit, jasmine, sesame seed, tomatillo, cherry and sweet, green grape","crisp, sparkling, fresh, sweet, orange-like, delicate, champagne",,Bourbón,,-,Burundi
70,15,87.39,RUHORORO 2017,,$7.25/lb,"$9,973.68","Wataru & Co., Ltd",Harerimana Stéphanie - COOP UBWIZA BW'IKAWA/HORAMAMA COFFEE,,Burundi,2017,KAYANZA,Burundi,"long sweet finish, rich, vanilla, black licorice, silky, sweet tobacco","brown sugar, cherry, caramelized sugar, custard apple, black cherry, pineapple, tangerine, cherry, strawberry, berry,","red wine, citric and malic, tangy, honey dew, melon, green mango, underripe melon, melon rind",,Bourbón,,-,Burundi
